key;context;value;
East Indies;query;place|GLOB_816|East Indies;
India;query;place|GLOB_816|East Indies;
Indië;query;place|GLOB_816|East Indies;
Indië (Indonesië);query;place|GLOB_816|East Indies;
Haasespruit;query;place|GLOB_819|Hazenspruit;
Hazenspruit;query;place|GLOB_819|Hazenspruit;
Paleacate;query;place|GLOB_82|Pulicat;
Paleacatta;query;place|GLOB_82|Pulicat;
Paleacatte;query;place|GLOB_82|Pulicat;
Paliacate;query;place|GLOB_82|Pulicat;
Paliacatta;query;place|GLOB_82|Pulicat;
Paliacatte;query;place|GLOB_82|Pulicat;
Paliakata;query;place|GLOB_82|Pulicat;
Paliakatta;query;place|GLOB_82|Pulicat;
Palleacatte;query;place|GLOB_82|Pulicat;
Palliacatta;query;place|GLOB_82|Pulicat;
Palliacatte;query;place|GLOB_82|Pulicat;
Pellacata;query;place|GLOB_82|Pulicat;
Pleacatta;query;place|GLOB_82|Pulicat;
Pulicat;query;place|GLOB_82|Pulicat;
Hapitagama;query;place|GLOB_820|Hapitagama;
Happitagam Corle ;query;place|GLOB_820|Hapitagama;
Happitigam Korala;query;place|GLOB_820|Hapitagama;
Happittigam Corle;query;place|GLOB_820|Hapitagama;
Happittigam Korale ;query;place|GLOB_820|Hapitagama;
Darmaijoe;query;place|GLOB_821|Indramayu;
Indarmayo;query;place|GLOB_821|Indramayu;
Indramaijoe;query;place|GLOB_821|Indramayu;
Indramajoe;query;place|GLOB_821|Indramayu;
Indramaju;query;place|GLOB_821|Indramayu;
Indramayo;query;place|GLOB_821|Indramayu;
Indramayoe;query;place|GLOB_821|Indramayu;
Indramayou;query;place|GLOB_821|Indramayu;
Indramayu;query;place|GLOB_821|Indramayu;
Indrameijoe;query;place|GLOB_821|Indramayu;
Indramijoe;query;place|GLOB_821|Indramayu;
Cangiang;query;place|GLOB_823|Pulau Kangean;
Cangiangh;query;place|GLOB_823|Pulau Kangean;
Kangean;query;place|GLOB_823|Pulau Kangean;
Kangiang;query;place|GLOB_823|Pulau Kangean;
Kangiangh;query;place|GLOB_823|Pulau Kangean;
Kangéan;query;place|GLOB_823|Pulau Kangean;
Pulau Kangean;query;place|GLOB_823|Pulau Kangean;
Deccan;query;place|GLOB_826|Deccan (India);
Deccan (India);query;place|GLOB_826|Deccan (India);
Dekhan;query;place|GLOB_826|Deccan (India);
Dheccan;query;place|GLOB_826|Deccan (India);
Deccan;query;place|GLOB_826_GEO_1|Deccan plateau (India);
Deccan plateau (India);query;place|GLOB_826_GEO_1|Deccan plateau (India);
Dekhan;query;place|GLOB_826_GEO_1|Deccan plateau (India);
Dheccan;query;place|GLOB_826_GEO_1|Deccan plateau (India);
Deccan;query;place|GLOB_826_HUM_1|Deccan province (Mughal India);
Deccan province (Mughal India);query;place|GLOB_826_HUM_1|Deccan province (Mughal India);
Dekhan;query;place|GLOB_826_HUM_1|Deccan province (Mughal India);
Dheccan;query;place|GLOB_826_HUM_1|Deccan province (Mughal India);
Goa;query;place|GLOB_827|Goa (India);
Goa (India);query;place|GLOB_827|Goa (India);
Java;query;place|GLOB_828|Java;
David, fort St;query;place|GLOB_829|Fort Saint David;
Fort Saint David;query;place|GLOB_829|Fort Saint David;
St. David;query;place|GLOB_829|Fort Saint David;
Pamban;query;place|GLOB_83|Pāmban Island;
Pambe;query;place|GLOB_83|Pāmban Island;
Pambenaar;query;place|GLOB_83|Pāmban Island;
Pāmban Island;query;place|GLOB_83|Pāmban Island;
Rameswaram;query;place|GLOB_83|Pāmban Island;
Rameswaram Island;query;place|GLOB_83|Pāmban Island;
Rammenacoil;query;place|GLOB_83|Pāmban Island;
Bukittinggi (Indonesia);query;place|GLOB_831|Bukittinggi (Indonesia);
Fort de Kock;query;place|GLOB_831|Bukittinggi (Indonesia);
Timor;query;place|GLOB_832|Timor Island;
Timor Island;query;place|GLOB_832|Timor Island;
Lampong Toelang Bauwang;query;place|GLOB_833|Tulang Bawang;
Lampong Toulang Bauang;query;place|GLOB_833|Tulang Bawang;
Lampong Toulang Bauwang;query;place|GLOB_833|Tulang Bawang;
Lampong Toulong Bauwang;query;place|GLOB_833|Tulang Bawang;
Lampong Tulangbawang;query;place|GLOB_833|Tulang Bawang;
Tulang Bawang;query;place|GLOB_833|Tulang Bawang;
Tulangbawang;query;place|GLOB_833|Tulang Bawang;
Mahebourg;query;place|GLOB_834|Mahébourg;
Mahébourg;query;place|GLOB_834|Mahébourg;
Japan;query;place|GLOB_835|Japan;
Japana;query;place|GLOB_835|Japan;
Ammapette;query;place|GLOB_837|Ammapette;
Fida;query;place|GLOB_838|Ouidah;
Hueda;query;place|GLOB_838|Ouidah;
Juda;query;place|GLOB_838|Ouidah;
Ouidah;query;place|GLOB_838|Ouidah;
Whidah;query;place|GLOB_838|Ouidah;
Whydah;query;place|GLOB_838|Ouidah;
Casteel de Goede Hoop;query;place|GLOB_839|Castle of Good Hope;
Castle of Good Hope;query;place|GLOB_839|Castle of Good Hope;
Kasteel de Goede Hoop;query;place|GLOB_839|Castle of Good Hope;
Paser;query;place|GLOB_84|Pasir;
Pasir;query;place|GLOB_84|Pasir;
Passer;query;place|GLOB_84|Pasir;
Passir;query;place|GLOB_84|Pasir;
Baie du Cap;query;place|GLOB_840|Table Bay;
Table Bay;query;place|GLOB_840|Table Bay;
Tafelbaai;query;place|GLOB_840|Table Bay;
Cape Town;query;place|GLOB_841|Cape Town;
Kaapstad;query;place|GLOB_841|Cape Town;
Abarkūh;query;place|GLOB_844|Abarkūh;
Abercouh;query;place|GLOB_844|Abarkūh;
Aberkoegh;query;place|GLOB_844|Abarkūh;
Adam's Bridge;query;place|GLOB_846|Adam’s Bridge;
Adams brug;query;place|GLOB_846|Adam’s Bridge;
Adamsbrugh;query;place|GLOB_846|Adam’s Bridge;
Adam’s Bridge;query;place|GLOB_846|Adam’s Bridge;
Adodo;query;place|GLOB_847|Adodu;
Adodu;query;place|GLOB_847|Adodu;
Edouwde;query;place|GLOB_847|Adodu;
Agra;query;place|GLOB_849|Agra;
Akbar-abad;query;place|GLOB_849|Agra;
Patena;query;place|GLOB_85|Patna;
Patna;query;place|GLOB_85|Patna;
Pattena;query;place|GLOB_85|Patna;
Ahmadnagar;query;place|GLOB_851|Ahmadnagar;
Ahmednagar;query;place|GLOB_851|Ahmadnagar;
Allahabad;query;place|GLOB_852|Prayagraj;
Illebas;query;place|GLOB_852|Prayagraj;
Prayagraj;query;place|GLOB_852|Prayagraj;
Aden;query;place|GLOB_853|Aden;
Adam's Peak;query;place|GLOB_857|Adam’s Peak;
Adams Peak;query;place|GLOB_857|Adam’s Peak;
Adams Pieck;query;place|GLOB_857|Adam’s Peak;
Adams Piek;query;place|GLOB_857|Adam’s Peak;
Adam’s Peak;query;place|GLOB_857|Adam’s Peak;
Ambalangoda;query;place|GLOB_858|Ambalangoda;
Amblagedde;query;place|GLOB_858|Ambalangoda;
Amblagodde;query;place|GLOB_858|Ambalangoda;
Amblamgade;query;place|GLOB_858|Ambalangoda;
Amblanggoda;query;place|GLOB_858|Ambalangoda;
Amblangodde;query;place|GLOB_858|Ambalangoda;
Amblangode;query;place|GLOB_858|Ambalangoda;
Amblangodoe;query;place|GLOB_858|Ambalangoda;
Poenatoer;query;place|GLOB_86|Punnathur;
Punnathur;query;place|GLOB_86|Punnathur;
Pas Pyl;query;place|GLOB_860|Pas Pyl;
Paspijl;query;place|GLOB_860|Pas Pyl;
Paspyl;query;place|GLOB_860|Pas Pyl;
Pass Pyl;query;place|GLOB_860|Pas Pyl;
Pijl;query;place|GLOB_860|Pas Pyl;
Pijl, fort;query;place|GLOB_860|Pas Pyl;
fort Pijl;query;place|GLOB_860|Pas Pyl;
Moeliawale;query;place|GLOB_861|Mulliyawalai;
Moeliawalle;query;place|GLOB_861|Mulliyawalai;
Mollijwalle;query;place|GLOB_861|Mulliyawalai;
Mulliyawalai;query;place|GLOB_861|Mulliyawalai;
Appoeretotte;query;place|GLOB_863|Apretotte;
Appuratota;query;place|GLOB_863|Apretotte;
Apretotte;query;place|GLOB_863|Apretotte;
Vandeloos Bay;query;place|GLOB_864|Vandeloos Bay;
Verloosbaai;query;place|GLOB_864|Vandeloos Bay;
Verloosbaaij;query;place|GLOB_864|Vandeloos Bay;
Magam;query;place|GLOB_865|Magama;
Magama;query;place|GLOB_865|Magama;
Magame;query;place|GLOB_865|Magama;
Magamme;query;place|GLOB_865|Magama;
Magomo;query;place|GLOB_865|Magama;
Mahagam;query;place|GLOB_865|Magama;
Mahagama;query;place|GLOB_865|Magama;
Walawe;query;place|GLOB_866|Walawe;
Waluwe;query;place|GLOB_866|Walawe;
Walawe;query;place|GLOB_866_HUM_1|Walawe;
Waluwe;query;place|GLOB_866_HUM_1|Walawe;
Walawe;query;place|GLOB_866_HUM_2|Walawe;
Waluwe;query;place|GLOB_866_HUM_2|Walawe;
Tangale;query;place|GLOB_867|Tangalle;
Tangalla;query;place|GLOB_867|Tangalle;
Tangalle;query;place|GLOB_867|Tangalle;
Tangale;query;place|GLOB_867_HUM_1|Tangalle;
Tangalla;query;place|GLOB_867_HUM_1|Tangalle;
Tangalle;query;place|GLOB_867_HUM_1|Tangalle;
Tangale;query;place|GLOB_867_HUM_2|Tangalle Fort;
Tangalla;query;place|GLOB_867_HUM_2|Tangalle Fort;
Tangalle;query;place|GLOB_867_HUM_2|Tangalle Fort;
Tangalle Fort;query;place|GLOB_867_HUM_2|Tangalle Fort;
Deondere;query;place|GLOB_868|Devinuwara;
Devinuwara;query;place|GLOB_868|Devinuwara;
Dondere;query;place|GLOB_868|Devinuwara;
Dondra;query;place|GLOB_868|Devinuwara;
Dondure;query;place|GLOB_868|Devinuwara;
Parahyangan;query;place|GLOB_87|Parahyangan;
Prangerlanden;query;place|GLOB_87|Parahyangan;
Preanger;query;place|GLOB_87|Parahyangan;
Preangerlanden;query;place|GLOB_87|Parahyangan;
Priangan;query;place|GLOB_87|Parahyangan;
Prianger;query;place|GLOB_87|Parahyangan;
Prianger bovenlanden;query;place|GLOB_87|Parahyangan;
Préanger;query;place|GLOB_87|Parahyangan;
Meressa;query;place|GLOB_870|Mirissa city;
Mierissi;query;place|GLOB_870|Mirissa city;
Mirissa city;query;place|GLOB_870|Mirissa city;
Mirisse;query;place|GLOB_870|Mirissa city;
Accoeras;query;place|GLOB_872|Akuressa;
Accuras;query;place|GLOB_872|Akuressa;
Akuressa;query;place|GLOB_872|Akuressa;
Accoeras;query;place|GLOB_872_HUM_1|Akuressa;
Accuras;query;place|GLOB_872_HUM_1|Akuressa;
Akuressa;query;place|GLOB_872_HUM_1|Akuressa;
Accoeras;query;place|GLOB_872_HUM_2|Akuressa;
Accuras;query;place|GLOB_872_HUM_2|Akuressa;
Akuressa;query;place|GLOB_872_HUM_2|Akuressa;
Analadvia;query;place|GLOB_873|Analaitivu;
Analaitivu;query;place|GLOB_873|Analaitivu;
Annelletivo;query;place|GLOB_873|Analaitivu;
Annelletivoe;query;place|GLOB_873|Analaitivu;
Donneclara;query;place|GLOB_873|Analaitivu;
Eiland Rotterdam;query;place|GLOB_873|Analaitivu;
Bentota;query;place|GLOB_876|Bentota;
Bentotte;query;place|GLOB_876|Bentota;
Bentota;query;place|GLOB_876_HUM_1|Bentota;
Bentotte;query;place|GLOB_876_HUM_1|Bentota;
Bentota;query;place|GLOB_876_HUM_2|Bentota;
Bentotte;query;place|GLOB_876_HUM_2|Bentota;
Caab Commerijn;query;place|GLOB_877|Kanniyākumāri;
Caab Commeryn;query;place|GLOB_877|Kanniyākumāri;
Caab Commorijn;query;place|GLOB_877|Kanniyākumāri;
Caab Commoryn;query;place|GLOB_877|Kanniyākumāri;
Caab Kommorijn;query;place|GLOB_877|Kanniyākumāri;
Caap Commaryn;query;place|GLOB_877|Kanniyākumāri;
Caap Commerijn;query;place|GLOB_877|Kanniyākumāri;
Caeb Commorijn;query;place|GLOB_877|Kanniyākumāri;
Cape Comorin;query;place|GLOB_877|Kanniyākumāri;
Comorin, Kaap;query;place|GLOB_877|Kanniyākumāri;
Kaap Comorijn;query;place|GLOB_877|Kanniyākumāri;
Kanniyākumāri;query;place|GLOB_877|Kanniyākumāri;
Kanyakumari ;query;place|GLOB_877|Kanniyākumāri;
Caab Commerijn;query;place|GLOB_877_GEO_1|Cape Comorin;
Caab Commeryn;query;place|GLOB_877_GEO_1|Cape Comorin;
Caab Commorijn;query;place|GLOB_877_GEO_1|Cape Comorin;
Caab Commoryn;query;place|GLOB_877_GEO_1|Cape Comorin;
Caab Kommorijn;query;place|GLOB_877_GEO_1|Cape Comorin;
Caap Commaryn;query;place|GLOB_877_GEO_1|Cape Comorin;
Caap Commerijn;query;place|GLOB_877_GEO_1|Cape Comorin;
Caeb Commorijn;query;place|GLOB_877_GEO_1|Cape Comorin;
Cape Comorin;query;place|GLOB_877_GEO_1|Cape Comorin;
Comorin, Kaap;query;place|GLOB_877_GEO_1|Cape Comorin;
Kaap Comorijn;query;place|GLOB_877_GEO_1|Cape Comorin;
Kanyakumari ;query;place|GLOB_877_GEO_1|Cape Comorin;
Caab Commerijn;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Caab Commeryn;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Caab Commorijn;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Caab Commoryn;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Caab Kommorijn;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Caap Commaryn;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Caap Commerijn;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Caeb Commorijn;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Cape Comorin;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Comorin, Kaap;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Kaap Comorijn;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Kanniyākumāri;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Kanyakumari ;query;place|GLOB_877_HUM_1|Kanniyākumāri;
Caab Commerijn;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Caab Commeryn;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Caab Commorijn;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Caab Commoryn;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Caab Kommorijn;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Caap Commaryn;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Caap Commerijn;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Caeb Commorijn;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Cape Comorin;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Comorin, Kaap;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Kaap Comorijn;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Kanniyākumāri;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Kanyakumari ;query;place|GLOB_877_HUM_2|Kanniyākumāri;
Chilao;query;place|GLOB_878|Chilaw;
Chilau;query;place|GLOB_878|Chilaw;
Chilaw;query;place|GLOB_878|Chilaw;
Chilouw;query;place|GLOB_878|Chilaw;
Schilauw;query;place|GLOB_878|Chilaw;
Silauw;query;place|GLOB_878|Chilaw;
Silouw;query;place|GLOB_878|Chilaw;
Chilao;query;place|GLOB_878_HUM_1|Chilaw;
Chilau;query;place|GLOB_878_HUM_1|Chilaw;
Chilaw;query;place|GLOB_878_HUM_1|Chilaw;
Chilouw;query;place|GLOB_878_HUM_1|Chilaw;
Schilauw;query;place|GLOB_878_HUM_1|Chilaw;
Silauw;query;place|GLOB_878_HUM_1|Chilaw;
Silouw;query;place|GLOB_878_HUM_1|Chilaw;
Chilao;query;place|GLOB_878_HUM_2|Chilaw;
Chilau;query;place|GLOB_878_HUM_2|Chilaw;
Chilaw;query;place|GLOB_878_HUM_2|Chilaw;
Chilouw;query;place|GLOB_878_HUM_2|Chilaw;
Schilauw;query;place|GLOB_878_HUM_2|Chilaw;
Silauw;query;place|GLOB_878_HUM_2|Chilaw;
Silouw;query;place|GLOB_878_HUM_2|Chilaw;
An-Ping;query;place|GLOB_88|Fort Zeelandia;
Fort Oranje;query;place|GLOB_88|Fort Zeelandia;
Fort Zeelandia;query;place|GLOB_88|Fort Zeelandia;
Provintie;query;place|GLOB_88|Fort Zeelandia;
Zeelandia;query;place|GLOB_88|Fort Zeelandia;
fort Oranje;query;place|GLOB_88|Fort Zeelandia;
fort Provintia;query;place|GLOB_88|Fort Zeelandia;
fort Zeelandia;query;place|GLOB_88|Fort Zeelandia;
Ellewativo;query;place|GLOB_880|Eluvaitivu;
Eluvaitivu;query;place|GLOB_880|Eluvaitivu;
Eluvativu;query;place|GLOB_880|Eluvaitivu;
Woest Eijland;query;place|GLOB_880|Eluvaitivu;
Fishery Coast;query;place|GLOB_881|Pearl Fishery Coast;
Madurese kust;query;place|GLOB_881|Pearl Fishery Coast;
Overwal;query;place|GLOB_881|Pearl Fishery Coast;
Pearl Fishery Coast;query;place|GLOB_881|Pearl Fishery Coast;
Visserijkust;query;place|GLOB_881|Pearl Fishery Coast;
Giant's Tank;query;place|GLOB_883|Giants Tank;
Giants Tank;query;place|GLOB_883|Giants Tank;
Reuzentank;query;place|GLOB_883|Giants Tank;
Gandure;query;place|GLOB_884|Gintota;
Gendure;query;place|GLOB_884|Gintota;
Gindure;query;place|GLOB_884|Gintota;
Gintota;query;place|GLOB_884|Gintota;
Guidure;query;place|GLOB_884|Gintota;
Hackman;query;place|GLOB_885|Hakmana;
Hakman;query;place|GLOB_885|Hakmana;
Hakmana;query;place|GLOB_885|Hakmana;
Fort Hammenhiel;query;place|GLOB_886|Hammenhiel;
Ham en Hiel;query;place|GLOB_886|Hammenhiel;
Hamehiel;query;place|GLOB_886|Hammenhiel;
Hamenhiel;query;place|GLOB_886|Hammenhiel;
Hammenhiel;query;place|GLOB_886|Hammenhiel;
Hammerhiel;query;place|GLOB_886|Hammenhiel;
Ham en Hiel;query;place|GLOB_886_GEO_1|Hammenhiel;
Hamehiel;query;place|GLOB_886_GEO_1|Hammenhiel;
Hamenhiel;query;place|GLOB_886_GEO_1|Hammenhiel;
Hammenhiel;query;place|GLOB_886_GEO_1|Hammenhiel;
Hammerhiel;query;place|GLOB_886_GEO_1|Hammenhiel;
Fort Hammenhiel;query;place|GLOB_886_HUM_1|Hammenhiel;
Ham en Hiel;query;place|GLOB_886_HUM_1|Hammenhiel;
Hamehiel;query;place|GLOB_886_HUM_1|Hammenhiel;
Hamenhiel;query;place|GLOB_886_HUM_1|Hammenhiel;
Hammenhiel;query;place|GLOB_886_HUM_1|Hammenhiel;
Hammerhiel;query;place|GLOB_886_HUM_1|Hammenhiel;
Putelan;query;place|GLOB_89|Puttalam;
Putelang;query;place|GLOB_89|Puttalam;
Puttalam;query;place|GLOB_89|Puttalam;
Puttelam;query;place|GLOB_89|Puttalam;
Puttulang;query;place|GLOB_89|Puttalam;
Putulang;query;place|GLOB_89|Puttalam;
Jala;query;place|GLOB_893|Yala;
Jale;query;place|GLOB_893|Yala;
Jaleput;query;place|GLOB_893|Yala;
Tala;query;place|GLOB_893|Yala;
Tale;query;place|GLOB_893|Yala;
Yala;query;place|GLOB_893|Yala;
Jala;query;place|GLOB_893_HUM_1|Yala;
Jale;query;place|GLOB_893_HUM_1|Yala;
Jaleput;query;place|GLOB_893_HUM_1|Yala;
Tala;query;place|GLOB_893_HUM_1|Yala;
Tale;query;place|GLOB_893_HUM_1|Yala;
Yala;query;place|GLOB_893_HUM_1|Yala;
Jala;query;place|GLOB_893_HUM_2|Yala;
Jale;query;place|GLOB_893_HUM_2|Yala;
Jaleput;query;place|GLOB_893_HUM_2|Yala;
Tala;query;place|GLOB_893_HUM_2|Yala;
Tale;query;place|GLOB_893_HUM_2|Yala;
Yala;query;place|GLOB_893_HUM_2|Yala;
Alandale;query;place|GLOB_894|Alandale;
Alandelle;query;place|GLOB_894|Alandale;
Alendele;query;place|GLOB_894|Alandale;
Allandale;query;place|GLOB_894|Alandale;
Allandalle;query;place|GLOB_894|Alandale;
Koela Linggi;query;place|GLOB_895|Linggi (Malaysia);
Kuala Linggi;query;place|GLOB_895|Linggi (Malaysia);
Linggi;query;place|GLOB_895|Linggi (Malaysia);
Linggi (Malaysia);query;place|GLOB_895|Linggi (Malaysia);
Lingij;query;place|GLOB_895|Linggi (Malaysia);
Lingy;query;place|GLOB_895|Linggi (Malaysia);
Cottates;query;place|GLOB_896|Kottayam (Thekkumkur);
Kottayam;query;place|GLOB_896|Kottayam (Thekkumkur);
Kottayam (Thekkumkur);query;place|GLOB_896|Kottayam (Thekkumkur);
Nanjanād;query;place|GLOB_897|Nanjanād;
Nanjenadoe;query;place|GLOB_897|Nanjanād;
Daeuw;query;place|GLOB_898|Doelang;
Dauw;query;place|GLOB_898|Doelang;
Doelang;query;place|GLOB_898|Doelang;
Pulau Pisang (Johor);query;place|GLOB_899|Pulau Pisang (Johor);
Pulo Pisangh;query;place|GLOB_899|Pulau Pisang (Johor);
Atingen;query;place|GLOB_9|Attingal;
Attingal;query;place|GLOB_9|Attingal;
Kedah;query;place|GLOB_90|Kedah;
Quada;query;place|GLOB_90|Kedah;
Queda;query;place|GLOB_90|Kedah;
Pisang;query;place|GLOB_900|Pulau Pisang (North Maluku);
Poelo Paysang;query;place|GLOB_900|Pulau Pisang (North Maluku);
Poelo Pisang;query;place|GLOB_900|Pulau Pisang (North Maluku);
Pulau Pisang (North Maluku);query;place|GLOB_900|Pulau Pisang (North Maluku);
Pizangh;query;place|GLOB_901|Pulau Pisang (West Sumatra);
Pulau Pisang (West Sumatra);query;place|GLOB_901|Pulau Pisang (West Sumatra);
Calontjoetjoetsu;query;place|GLOB_902|Kulisusu (village);
Kaliasoesoe;query;place|GLOB_902|Kulisusu (village);
Kulisusu (village);query;place|GLOB_902|Kulisusu (village);
Palayankottai;query;place|GLOB_903|Pālamcottah;
Pālamcottah;query;place|GLOB_903|Pālamcottah;
Tanete (Selayar);query;place|GLOB_904|Tanete (Selayar);
Tanete (Sulawesi);query;place|GLOB_904|Tanete (Selayar);
Tanette;query;place|GLOB_904|Tanete (Selayar);
Tenette;query;place|GLOB_904|Tanete (Selayar);
Cenrana (Maros);query;place|GLOB_905|Cenrana (Maros);
Chinranna;query;place|GLOB_905|Cenrana (Maros);
Cindrana;query;place|GLOB_905|Cenrana (Maros);
Tjenrana;query;place|GLOB_905|Cenrana (Maros);
Zindrane;query;place|GLOB_905|Cenrana (Maros);
Zinrana;query;place|GLOB_905|Cenrana (Maros);
Cenrana (Maros);query;place|GLOB_905_GEO_1|Cenrana (Maros);
Chinranna;query;place|GLOB_905_GEO_1|Cenrana (Maros);
Cindrana;query;place|GLOB_905_GEO_1|Cenrana (Maros);
Tjenrana;query;place|GLOB_905_GEO_1|Cenrana (Maros);
Zindrane;query;place|GLOB_905_GEO_1|Cenrana (Maros);
Zinrana;query;place|GLOB_905_GEO_1|Cenrana (Maros);
Cenrana (Maros);query;place|GLOB_905_HUM_1|Cenrana (Maros);
Chinranna;query;place|GLOB_905_HUM_1|Cenrana (Maros);
Cindrana;query;place|GLOB_905_HUM_1|Cenrana (Maros);
Tjenrana;query;place|GLOB_905_HUM_1|Cenrana (Maros);
Zindrane;query;place|GLOB_905_HUM_1|Cenrana (Maros);
Zinrana;query;place|GLOB_905_HUM_1|Cenrana (Maros);
Cenrana (West Sulawesi);query;place|GLOB_906|Cenrana (West Sulawesi);
Tjenrana;query;place|GLOB_906|Cenrana (West Sulawesi);
Tsinara-na-Mandaar;query;place|GLOB_906|Cenrana (West Sulawesi);
Tsinrana;query;place|GLOB_906|Cenrana (West Sulawesi);
Karur;query;place|GLOB_907|Karur;
Baay Paar;query;place|GLOB_908|Vaippār;
Baij Pare;query;place|GLOB_908|Vaippār;
Baijpaar;query;place|GLOB_908|Vaippār;
Baipar;query;place|GLOB_908|Vaippār;
Vaippār;query;place|GLOB_908|Vaippār;
Vambar;query;place|GLOB_908|Vaippār;
Vypar;query;place|GLOB_908|Vaippār;
Wijpaer;query;place|GLOB_908|Vaippār;
Dingtai Wan;query;place|GLOB_909|Dingtai Wan;
Ting-hai;query;place|GLOB_909|Dingtai Wan;
Coenoe;query;place|GLOB_910|Kunnu;
Kunnu;query;place|GLOB_910|Kunnu;
Kunu;query;place|GLOB_910|Kunnu;
Moetoecoenoe;query;place|GLOB_910|Kunnu;
Moetoe;query;place|GLOB_911|Muttu;
Moetoecoenoe;query;place|GLOB_911|Muttu;
Muttu;query;place|GLOB_911|Muttu;
Groot-Banda Ourien;query;place|GLOB_912|Uring (Banda);
Lonthor Ourien;query;place|GLOB_912|Uring (Banda);
Oerien;query;place|GLOB_912|Uring (Banda);
Ourien;query;place|GLOB_912|Uring (Banda);
Ourien, Lonthor;query;place|GLOB_912|Uring (Banda);
Urien;query;place|GLOB_912|Uring (Banda);
Uring;query;place|GLOB_912|Uring (Banda);
Uring (Banda);query;place|GLOB_912|Uring (Banda);
Groot-Banda Ourien;query;place|GLOB_912_HUM_1|Uring (Banda);
Lonthor Ourien;query;place|GLOB_912_HUM_1|Uring (Banda);
Oerien;query;place|GLOB_912_HUM_1|Uring (Banda);
Ourien;query;place|GLOB_912_HUM_1|Uring (Banda);
Ourien, Lonthor;query;place|GLOB_912_HUM_1|Uring (Banda);
Urien;query;place|GLOB_912_HUM_1|Uring (Banda);
Uring;query;place|GLOB_912_HUM_1|Uring (Banda);
Uring (Banda);query;place|GLOB_912_HUM_1|Uring (Banda);
Groot-Banda Ourien;query;place|GLOB_912_HUM_2|Uring (Banda);
Lonthor Ourien;query;place|GLOB_912_HUM_2|Uring (Banda);
Oerien;query;place|GLOB_912_HUM_2|Uring (Banda);
Ourien;query;place|GLOB_912_HUM_2|Uring (Banda);
Ourien, Lonthor;query;place|GLOB_912_HUM_2|Uring (Banda);
Urien;query;place|GLOB_912_HUM_2|Uring (Banda);
Uring;query;place|GLOB_912_HUM_2|Uring (Banda);
Uring (Banda);query;place|GLOB_912_HUM_2|Uring (Banda);
Kuala Kedah;query;place|GLOB_913|Kuala Kedah;
Kuala Kedah;query;place|GLOB_913_HUM_1|Kuala Kedah;
Kota Kuala Kedah;query;place|GLOB_913_HUM_2|Kota Kuala Kedah;
Kuala Kedah;query;place|GLOB_913_HUM_2|Kota Kuala Kedah;
Kahawatte;query;place|GLOB_914|Kahawatte;
Khana;query;place|GLOB_915|Khana;
Lackelo;query;place|GLOB_916|Laclo;
Laclo;query;place|GLOB_916|Laclo;
Gunung Talang;query;place|GLOB_917|Gunung Talang;
Sulasih;query;place|GLOB_917|Gunung Talang;
Talang;query;place|GLOB_917|Gunung Talang;
Farilha;query;place|GLOB_918|Farilha;
Devenampatnam;query;place|GLOB_919|Devenampatnam;
Teganapatnam;query;place|GLOB_919|Devenampatnam;
Tegenapatam;query;place|GLOB_919|Devenampatnam;
Tegenapatnam;query;place|GLOB_919|Devenampatnam;
Tegene;query;place|GLOB_919|Devenampatnam;
Tegenepatnam;query;place|GLOB_919|Devenampatnam;
Tegnapatnam;query;place|GLOB_919|Devenampatnam;
Tengapatnam;query;place|GLOB_919|Devenampatnam;
Tengenapatnam;query;place|GLOB_919|Devenampatnam;
Tanjung Pinang;query;place|GLOB_92|Tanjung Pinang;
Tanjungpinang;query;place|GLOB_92|Tanjung Pinang;
Tegenepatnam;query;place|GLOB_920|Thengapattanam;
Tengapatam;query;place|GLOB_920|Thengapattanam;
Tengapatnam;query;place|GLOB_920|Thengapattanam;
Tengapattanam;query;place|GLOB_920|Thengapattanam;
Thengapattanam;query;place|GLOB_920|Thengapattanam;
Tonckin;query;place|GLOB_921|Đàng Ngoài;
Tonckyn;query;place|GLOB_921|Đàng Ngoài;
